Title,Operation,Value,Date,Path,Name,Module,Session,Mark,IdList,entity,Bonder,Milliseconds
Feed One Die,Dialog Item,,2022-07-18 08:37:54.020,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,20
Feed One Die,Dialog Item,,2022-07-18 13:04:17.713,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,713
Feed One Die,Dialog Item,,2022-07-18 17:23:15.127,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,127
Feed One Die,Dialog Item,,2022-07-18 17:26:07.967,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,967
Feed One Die,Dialog Item,,2022-07-18 17:26:15.160,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,160
Feed One Die,Dialog Item,,2022-07-18 17:27:02.550,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,550
Feed One Die,Dialog Item,,2022-07-21 13:36:13.447,,dev,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,447
Feed One Die,Dialog Item,,2022-07-21 13:36:21.457,,dev,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,457
Feed One Die,Dialog Item,,2022-07-21 13:40:25.727,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB713,2,727
Feed One Die,Dialog Item,,2022-07-14 02:45:34.530,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,530
Feed One Die,Dialog Item,,2022-07-22 07:00:41.353,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,353
Feed One Die,Dialog Item,,2022-07-15 07:06:32.123,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,123
Feed One Die,Dialog Item,,2022-07-20 11:49:22.737,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,737
Feed One Die,Dialog Item,,2022-07-18 08:46:13.413,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,413
Feed One Die,Dialog Item,,2022-07-18 12:33:56.743,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,743
Feed One Die,Dialog Item,,2022-07-18 13:08:29.543,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,543
Feed One Die,Dialog Item,,2022-07-20 22:57:28.233,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,233
Feed One Die,Dialog Item,,2022-07-20 22:59:38.090,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,90
Feed One Die,Dialog Item,,2022-07-21 06:15:50.000,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,0
Feed One Die,Dialog Item,,2022-07-21 07:28:07.080,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,80
Feed One Die,Dialog Item,,2022-07-21 16:03:01.953,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,953
Feed One Die,Dialog Item,,2022-07-14 04:57:31.397,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,397
Feed One Die,Dialog Item,,2022-07-22 11:30:25.513,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,513
Feed One Die,Dialog Item,,2022-07-22 11:30:37.383,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,383
Feed One Die,Dialog Item,,2022-07-22 11:43:50.760,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB713,4,760
Feed One Die,Dialog Item,,2022-07-22 12:07:46.337,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB713,4,337
Feed One Die,Dialog Item,,2022-07-14 22:13:35.173,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,1,173
Feed One Die,Dialog Item,,2022-07-16 16:12:41.950,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80059,,TCB713,3,950
Feed One Die,Dialog Item,,2022-07-20 23:04:19.973,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,973
Feed One Die,Dialog Item,,2022-07-21 02:20:26.730,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,4,730
Feed One Die,Dialog Item,,2022-07-21 06:10:06.727,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB713,4,727
Feed One Die,Dialog Item,,2022-07-21 19:32:04.530,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,530
Feed One Die,Dialog Item,,2022-07-21 19:32:17.023,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,2,23
Feed One Die,Dialog Item,,2022-07-22 04:33:44.110,,wangting,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB713,3,110
Feed One Die,Dialog Item,,2022-07-22 04:33:57.020,,wangting,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB713,3,20
Feed One Die,Dialog Item,,2022-07-15 23:36:16.673,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,673
Feed One Die,Dialog Item,,2022-07-16 21:59:16.387,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,387
Feed One Die,Dialog Item,,2022-07-17 04:30:12.920,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,920
Feed One Die,Dialog Item,,2022-07-18 07:28:39.653,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,653
Feed One Die,Dialog Item,,2022-07-15 19:37:07.893,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,2,893
Feed One Die,Dialog Item,,2022-07-15 23:41:46.267,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,267
Feed One Die,Dialog Item,,2022-07-15 08:47:21.867,,xudahai,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,867
Feed One Die,Dialog Item,,2022-07-15 08:47:26.483,,xudahai,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,483
Feed One Die,Dialog Item,,2022-07-15 10:40:05.817,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,817
Feed One Die,Dialog Item,,2022-07-15 15:01:46.940,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,940
Feed One Die,Dialog Item,,2022-07-15 15:01:55.790,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,790
Feed One Die,Dialog Item,,2022-07-15 17:41:35.243,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,3,243
Feed One Die,Dialog Item,,2022-07-16 21:56:36.627,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,627
Feed One Die,Dialog Item,,2022-07-14 21:17:48.210,,limingyang,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,210
Feed One Die,Dialog Item,,2022-07-14 21:18:11.447,,limingyang,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,447
Feed One Die,Dialog Item,,2022-07-14 21:29:19.657,,limingyang,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,1,657
Feed One Die,Dialog Item,,2022-07-14 21:44:26.177,,limingyang,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,1,177
Feed One Die,Dialog Item,,2022-07-14 21:08:58.013,,jiangwei,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,2,13
Feed One Die,Dialog Item,,2022-07-14 21:09:27.150,,jiangwei,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,2,150
Feed One Die,Dialog Item,,2022-07-15 06:11:10.537,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,2,537
Feed One Die,Dialog Item,,2022-07-15 06:22:33.663,,limingyang,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,2,663
Feed One Die,Dialog Item,,2022-07-14 21:33:25.200,,wangxianming,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,200
Feed One Die,Dialog Item,,2022-07-14 21:53:40.633,,dev,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,3,633
Feed One Die,Dialog Item,,2022-07-15 05:57:16.060,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,60
Feed One Die,Dialog Item,,2022-07-14 21:33:19.243,,zhangqi,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,4,243
Feed One Die,Dialog Item,,2022-07-14 21:35:46.070,,zhangqi,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,4,70
Feed One Die,Dialog Item,,2022-07-14 21:44:02.407,,zhangqi,,FAST_TIGER_LAKE_UP3_270UM_2X9,80592,,TCB710,4,407
Feed One Die,Dialog Item,,2022-07-21 03:19:05.027,,jianghongyong,,RPL_PX682_18UP_270UM,80187,,TCB710,1,27
Feed One Die,Dialog Item,,2022-07-21 03:29:26.180,,jianghongyong,,RPL_PX682_18UP_270UM,80187,,TCB710,1,180
Feed One Die,Dialog Item,,2022-07-16 11:56:38.567,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,567
Feed One Die,Dialog Item,,2022-07-17 20:06:02.100,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,100
Feed One Die,Dialog Item,,2022-07-17 20:06:04.343,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,343
Feed One Die,Dialog Item,,2022-07-18 00:51:34.237,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,1,237
Feed One Die,Dialog Item,,2022-07-17 19:45:02.067,,L1 MT,,FAST_TIGER_LAKE_UP3_270UM_2X9,80187,,TCB710,3,67
Feed One Die,Dialog Item,,2022-07-18 09:17:31.390,,luohuaili,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,1,390
Feed One Die,Dialog Item,,2022-07-18 17:19:48.907,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,1,907
Feed One Die,Dialog Item,,2022-07-20 16:33:06.840,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,1,840
Feed One Die,Dialog Item,,2022-07-22 21:58:27.153,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,1,153
Feed One Die,Dialog Item,,2022-07-15 12:16:21.607,,fujinghua,,ALDER_LAKE_P682_263UM_16UP_PDFF,80592,,TCB704,3,607
Feed One Die,Dialog Item,,2022-07-22 22:37:59.000,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,3,0
Feed One Die,Dialog Item,,2022-07-23 04:50:54.357,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,4,357
Feed One Die,Dialog Item,,2022-07-18 19:15:52.140,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80592,,TCB704,3,140
Feed One Die,Dialog Item,,2022-07-19 02:45:36.043,,liuyinglong,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,3,43
Feed One Die,Dialog Item,,2022-07-19 02:53:01.530,,liuyinglong,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,3,530
Feed One Die,Dialog Item,,2022-07-19 21:57:05.793,,L1 MT,,ALDER_LAKE_P682_263UM_16UP_PDFF,80187,,TCB704,1,793
Feed One Die,Dialog Item,,2022-07-16 03:02:10.890,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,890
Feed One Die,Dialog Item,,2022-07-14 07:43:31.463,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,463
Feed One Die,Dialog Item,,2022-07-14 08:56:16.467,,xudahai,,ADL_P282_270UM,80592,,TCB702,1,467
Feed One Die,Dialog Item,,2022-07-14 08:58:12.013,,xudahai,,ADL_P282_270UM,80094,,TCB702,1,13
Feed One Die,Dialog Item,,2022-07-17 01:34:26.797,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,797
Feed One Die,Dialog Item,,2022-07-18 11:01:16.577,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,577
Feed One Die,Dialog Item,,2022-07-19 10:52:23.893,,L1 MT,,ADL_P282_270UM,80059,,TCB702,1,893
Feed One Die,Dialog Item,,2022-07-19 10:52:50.187,,L1 MT,,ADL_P282_270UM,80059,,TCB702,1,187
Feed One Die,Dialog Item,,2022-07-19 12:58:05.890,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,890
Feed One Die,Dialog Item,,2022-07-17 05:41:30.947,,L1 MT,,ADL_P282_270UM,80187,,TCB702,2,947
Feed One Die,Dialog Item,,2022-07-17 02:24:23.860,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,860
Feed One Die,Dialog Item,,2022-07-17 03:52:42.170,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,170
Feed One Die,Dialog Item,,2022-07-21 13:29:59.153,,limimgyang,,ADL_P282_270UM,80187,,TCB702,2,153
Feed One Die,Dialog Item,,2022-07-21 13:37:37.353,,limimgyang,,ADL_P282_270UM,80592,,TCB702,2,353
Feed One Die,Dialog Item,,2022-07-21 13:39:22.420,,limimgyang,,ADL_P282_270UM,80592,,TCB702,2,420
Feed One Die,Dialog Item,,2022-07-19 10:06:32.123,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,123
Feed One Die,Dialog Item,,2022-07-19 10:08:02.467,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,467
Feed One Die,Dialog Item,,2022-07-15 21:29:38.137,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,137
Feed One Die,Dialog Item,,2022-07-15 21:31:02.730,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,730
Feed One Die,Dialog Item,,2022-07-22 14:10:50.843,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,843
Feed One Die,Dialog Item,,2022-07-14 22:45:05.530,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,530
Feed One Die,Dialog Item,,2022-07-14 22:54:19.450,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,450
Feed One Die,Dialog Item,,2022-07-15 04:15:37.053,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,53
Feed One Die,Dialog Item,,2022-07-17 07:00:24.650,,L1 MT,,ADL_P282_270UM,80187,,TCB702,2,650
Feed One Die,Dialog Item,,2022-07-17 07:22:09.570,,L1 MT,,ADL_P282_270UM,80187,,TCB702,2,570
Feed One Die,Dialog Item,,2022-07-18 19:30:38.003,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,3
Feed One Die,Dialog Item,,2022-07-18 23:07:54.983,,L1 MT,,ADL_P282_270UM,80187,,TCB702,1,983
Feed One Die,Dialog Item,,2022-07-19 04:24:54.153,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,153
Feed One Die,Dialog Item,,2022-07-19 05:45:03.033,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,33
Feed One Die,Dialog Item,,2022-07-20 03:51:48.097,,xudahai,,ADL_P282_270UM,80592,,TCB702,1,97
Feed One Die,Dialog Item,,2022-07-20 03:54:44.827,,xudahai,,ADL_P282_270UM,80592,,TCB702,1,827
Feed One Die,Dialog Item,,2022-07-20 19:11:12.983,,zhangchi,,ADL_P282_270UM,80187,,TCB702,1,983
Feed One Die,Dialog Item,,2022-07-20 19:11:24.437,,zhangchi,,ADL_P282_270UM,80187,,TCB702,1,437
Feed One Die,Dialog Item,,2022-07-21 03:56:18.700,,fujinghua,,ADL_P282_270UM,80187,,TCB702,1,700
Feed One Die,Dialog Item,,2022-07-20 19:13:43.280,,chenxi,,ADL_P282_270UM,80187,,TCB702,2,280
Feed One Die,Dialog Item,,2022-07-20 19:14:05.967,,chenxi,,ADL_P282_270UM,80187,,TCB702,2,967
Feed One Die,Dialog Item,,2022-07-21 04:35:12.890,,L1 MT,,ADL_P282_270UM,80187,,TCB702,2,890
Feed One Die,Dialog Item,,2022-07-21 03:17:29.123,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,123
Feed One Die,Dialog Item,,2022-07-21 03:18:04.687,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,687
Feed One Die,Dialog Item,,2022-07-21 03:20:05.327,,L1 MT,,ADL_P282_270UM,80187,,TCB702,3,327
Feed One Die,Dialog Item,,2022-07-21 03:23:55.590,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,590
Feed One Die,Dialog Item,,2022-07-21 04:24:23.043,,L1 MT,,ADL_P282_270UM,80187,,TCB702,4,43
Feed One Die,Dialog Item,,2022-07-15 17:28:27.827,,L1 MT,,ADL_P282_270UM,80187,,TCB705,1,827
Feed One Die,Dialog Item,,2022-07-13 23:29:47.060,,L1 MT,,ADL_P282_270UM,80187,,TCB705,2,60
Feed One Die,Dialog Item,,2022-07-14 02:26:16.683,,L1 MT,,ADL_P282_270UM,80187,,TCB705,4,683
